time,id,x,y,z,rad,timeLife,mass,temp,charge
32,2,3.49013,3.59058,3.17847,0.100474,7,0.010095,5.0714,0.0409361
32,3,4.40669,2.5837,4.18179,0.410775,6.5,0.168736,346.564,0.549063
32,4,4.64337,2.07314,6.59672,0.193691,4.5,0.0375162,36.3328,-0.845232
32,5,4.6712,1.75925,6.06484,0.534812,4,0.286024,764.847,0.725815
32,6,4.82245,1.32955,5.47277,0.632153,2,0.399617,1263.09,1.3454
32.5,0,8.54429,3.75141,7.94237,0.207588,9.5,0.0430927,44.7275,0.615899
32.5,1,5.73143,3.44206,2.64725,0.0110013,8.5,0.000121029,0.00665739,0.949207
32.5,2,3.37399,3.78986,3.03835,0.100474,7.5,0.010095,5.0714,0.0409361
32.5,3,4.34768,2.7414,4.11359,0.410775,7,0.168736,346.564,0.549063
32.5,4,4.59879,2.20728,6.79631,0.193691,5,0.0375162,36.3328,-0.845232
32.5,5,4.61162,1.90626,6.26912,0.534812,4.5,0.286024,764.847,0.725815
32.5,6,4.77566,1.51758,5.71872,0.632153,2.5,0.399617,1263.09,1.3454
32.5,7,5,1,5,0.0951308,0.5,0.00904988,4.30461,-0.0458864
33,0,8.74119,3.90426,8.10584,0.207588,10,0.0430927,44.7275,0.615899
33,1,5.77715,3.59469,2.5002,0.0110013,9,0.000121029,0.00665739,0.949207
33,2,3.25785,3.98913,2.89824,0.100474,8,0.010095,5.0714,0.0409361
33,3,4.28867,2.8991,4.04539,0.410775,7.5,0.168736,346.564,0.549063
33,4,4.55422,2.34142,6.9959,0.193691,5.5,0.0375162,36.3328,-0.845232
33,5,4.55204,2.05327,6.47341,0.534812,5,0.286024,764.847,0.725815
33,6,4.72888,1.7056,5.96466,0.632153,3,0.399617,1263.09,1.3454
33,7,5.48402,1.16421,5.2558,0.0951308,1,0.00904988,4.30461,-0.0458864
33,8,5,1,5,0.268257,0.5,0.0719618,96.5212,-0.217582
33.5,0,8.9381,4.05712,8.2693,0.207588,10.5,0.0430927,44.7275,0.615899
33.5,1,5.82286,3.74732,2.35315,0.0110013,9.5,0.000121029,0.00665739,0.949207
33.5,2,3.1417,4.18841,2.75812,0.100474,8.5,0.010095,5.0714,0.0409361
33.5,3,4.22965,3.0568,3.9772,0.410775,8,0.168736,346.564,0.549063
33.5,4,4.50964,2.47557,7.19549,0.193691,6,0.0375162,36.3328,-0.845232
33.5,5,5.96805,1.32841,5.5116,0.0951308,1.5,0.00904988,4.30461,-0.0458864
33.5,6,4.60298,2.02155,6.40546,0.828035,5.5,0.685641,2838.67,2.07121
33.5,7,5.03998,1.06167,5.01697,0.566327,1,0.320726,908.177,0.521125
34,0,9.135,4.20998,8.43277,0.207588,11,0.0430927,44.7275,0.615899
34,1,5.86858,3.89995,2.2061,0.0110013,10,0.000121029,0.00665739,0.949207
34,2,3.02556,4.38768,2.618,0.100474,9,0.010095,5.0714,0.0409361
34,3,4.17064,3.2145,3.909,0.410775,8.5,0.168736,346.564,0.549063
34,4,4.46506,2.60971,7.39508,0.193691,6.5,0.0375162,36.3328,-0.845232
34,5,6.45207,1.49262,5.7674,0.0951308,2,0.00904988,4.30461,-0.0458864
34,6,4.55086,2.19246,6.63403,0.828035,6,0.685641,2838.67,2.07121
34,7,5.0167,1.08812,4.9775,0.726788,1.5,0.52822,1919.52,0.765411
34.5,0,9.33191,4.36283,8.59623,0.207588,11.5,0.0430927,44.7275,0.615899
34.5,1,5.91429,4.05258,2.05906,0.0110013,10.5,0.000121029,0.00665739,0.949207
34.5,2,2.90941,4.58696,2.47788,0.100474,9.5,0.010095,5.0714,0.0409361
34.5,3,4.11162,3.37221,3.84081,0.410775,9,0.168736,346.564,0.549063
34.5,4,4.42048,2.74385,7.59467,0.193691,7,0.0375162,36.3328,-0.845232
34.5,5,6.93609,1.65682,6.02321,0.0951308,2.5,0.00904988,4.30461,-0.0458864
34.5,6,4.49873,2.36338,6.86259,0.828035,6.5,0.685641,2838.67,2.07121
34.5,7,5.05911,1.21498,4.91737,0.73507,2,0.540328,1985.89,0.195544
35,0,9.52881,4.51569,8.7597,0.207588,12,0.0430927,44.7275,0.615899
35,1,5.96001,4.20521,1.91201,0.0110013,11,0.000121029,0.00665739,0.949207
35,2,2.79327,4.78623,2.33777,0.100474,10,0.010095,5.0714,0.0409361
35,3,4.05261,3.52991,3.77261,0.410775,9.5,0.168736,346.564,0.549063
35,4,7.42012,1.82103,6.27901,0.0951308,3,0.00904988,4.30461,-0.0458864
35,5,4.44294,2.55212,7.12764,0.850387,7.5,0.723157,3074.82,1.22598
35,6,5.10446,1.33559,4.86033,0.745594,2.5,0.55591,2072.41,0.206915
35.5,0,9.72572,4.66854,8.92317,0.207588,12.5,0.0430927,44.7275,0.615899
35.5,1,6.00572,4.35784,1.76496,0.0110013,11.5,0.000121029,0.00665739,0.949207
35.5,2,2.67713,4.98551,2.19765,0.100474,10.5,0.010095,5.0714,0.0409361
35.5,3,3.9936,3.68761,3.70441,0.410775,10,0.168736,346.564,0.549063
35.5,4,7.90414,1.98524,6.53481,0.0951308,3.5,0.00904988,4.30461,-0.0458864
35.5,5,4.39121,2.72113,7.3547,0.850387,8,0.723157,3074.82,1.22598
35.5,6,5.10188,1.32104,4.85798,0.895378,3,0.801702,3589.13,0.480996
36,0,6.05144,4.51047,1.61792,0.0110013,12,0.000121029,0.00665739,0.949207
36,1,2.56098,5.18478,2.05753,0.100474,11,0.010095,5.0714,0.0409361
36,2,3.93458,3.84531,3.63622,0.410775,10.5,0.168736,346.564,0.549063
36,3,8.38816,2.14944,6.79061,0.0951308,4,0.00904988,4.30461,-0.0458864
36,4,4.33947,2.89014,7.58176,0.850387,8.5,0.723157,3074.82,1.22598
36,5,5.20221,1.53826,4.83167,0.941644,3.5,0.886694,4174.75,-0.117327
36.5,0,6.09715,4.6631,1.47087,0.0110013,12.5,0.000121029,0.00665739,0.949207
36.5,1,2.44484,5.38406,1.91741,0.100474,11.5,0.010095,5.0714,0.0409361
36.5,2,3.87557,4.00301,3.56802,0.410775,11,0.168736,346.564,0.549063
36.5,3,8.87218,2.31365,7.04641,0.0951308,4.5,0.00904988,4.30461,-0.0458864
36.5,4,4.28774,3.05914,7.80883,0.850387,9,0.723157,3074.82,1.22598
36.5,5,5.29579,1.81852,4.84355,0.942957,4,0.889169,4192.24,-0.792974
37,0,6.14287,4.81572,1.32382,0.0110013,13,0.000121029,0.00665739,0.949207
37,1,2.3287,5.58334,1.77729,0.100474,12,0.010095,5.0714,0.0409361
37,2,3.81656,4.16071,3.49982,0.410775,11.5,0.168736,346.564,0.549063
37,3,9.35621,2.47785,7.30221,0.0951308,5,0.00904988,4.30461,-0.0458864
37,4,4.23601,3.22815,8.03589,0.850387,9.5,0.723157,3074.82,1.22598
37,5,5.39007,2.10102,4.85554,0.942957,4.5,0.889169,4192.24,-0.792974
37,6,5,1,5,0.374922,0.5,0.140567,263.508,0.784522
37.5,0,6.18858,4.96835,1.17677,0.0110013,13.5,0.000121029,0.00665739,0.949207
37.5,1,2.21255,5.78261,1.63718,0.100474,12.5,0.010095,5.0714,0.0409361
37.5,2,3.75754,4.31841,3.43163,0.410775,12,0.168736,346.564,0.549063
37.5,3,9.84023,2.64206,7.55801,0.0951308,5.5,0.00904988,4.30461,-0.0458864
37.5,4,4.18428,3.39716,8.26296,0.850387,10,0.723157,3074.82,1.22598
37.5,5,5.48435,2.38353,4.86753,0.942957,5,0.889169,4192.24,-0.792974
37.5,6,4.73652,1.06551,4.8962,0.379068,1,0.143693,272.347,0.0229558
38,0,6.2343,5.12098,1.02973,0.0110013,14,0.000121029,0.00665739,0.949207
38,1,2.09641,5.98189,1.49706,0.100474,13,0.010095,5.0714,0.0409361
38,2,3.69853,4.47611,3.36343,0.410775,12.5,0.168736,346.564,0.549063
38,3,4.13254,3.56616,8.49002,0.850387,10.5,0.723157,3074.82,1.22598
38,4,5.57862,2.66604,4.87953,0.942957,5.5,0.889169,4192.24,-0.792974
38,5,4.4663,1.13985,4.79468,0.379068,1.5,0.143693,272.347,0.0229558
38,6,5,1,5,0.147036,0.5,0.0216197,15.8944,-0.12116
38.5,0,6.28001,5.27361,0.88268,0.0110013,14.5,0.000121029,0.00665739,0.949207
38.5,1,1.98027,6.18116,1.35694,0.100474,13.5,0.010095,5.0714,0.0409361
38.5,2,3.63951,4.63381,3.29524,0.410775,13,0.168736,346.564,0.549063
38.5,3,4.08081,3.73517,8.71708,0.850387,11,0.723157,3074.82,1.22598
38.5,4,5.6729,2.94855,4.89152,0.942957,6,0.889169,4192.24,-0.792974
38.5,5,4.19609,1.21419,4.69317,0.379068,2,0.143693,272.347,0.0229558
38.5,6,5.25665,1.11622,5.12028,0.147036,1,0.0216197,15.8944,-0.12116
38.5,7,5,1,5,0.0306872,0.5,0.000941704,0.144491,-0.493811
39,0,6.32573,5.42624,0.735633,0.0110013,15,0.000121029,0.00665739,0.949207
39,1,1.86412,6.38044,1.21682,0.100474,14,0.010095,5.0714,0.0409361
39,2,3.5805,4.79151,3.22704,0.410775,13.5,0.168736,346.564,0.549063
39,3,4.02908,3.90418,8.94415,0.850387,11.5,0.723157,3074.82,1.22598
39,4,5.76718,3.23106,4.90351,0.942957,6.5,0.889169,4192.24,-0.792974
39,5,3.92587,1.28853,4.59166,0.379068,2.5,0.143693,272.347,0.0229558
39,6,5.51331,1.23243,5.24055,0.147036,1.5,0.0216197,15.8944,-0.12116
39,7,4.96802,1.20748,4.69981,0.0306872,1,0.000941704,0.144491,-0.493811
39,8,5,1,5,0.0910967,0.5,0.00829861,3.77988,0.622962
39.5,0,6.37144,5.57887,0.588586,0.0110013,15.5,0.000121029,0.00665739,0.949207
39.5,1,1.74798,6.57971,1.07671,0.100474,14.5,0.010095,5.0714,0.0409361
39.5,2,3.52149,4.94921,3.15884,0.410775,14,0.168736,346.564,0.549063
39.5,3,5.86146,3.51357,4.9155,0.942957,7,0.889169,4192.24,-0.792974
39.5,4,3.65565,1.36287,4.49014,0.379068,3,0.143693,272.347,0.0229558
39.5,5,5.76996,1.34865,5.36083,0.147036,2,0.0216197,15.8944,-0.12116
39.5,6,4.93604,1.41496,4.39963,0.0306872,1.5,0.000941704,0.144491,-0.493811
39.5,7,5.00177,1.28812,4.76637,0.0910967,1,0.00829861,3.77988,0.622962
39.5,8,5,1,5,0.234376,0.5,0.0549322,64.3741,-0.448379
40,0,6.41715,5.7315,0.441539,0.0110013,16,0.000121029,0.00665739,0.949207
40,1,1.63183,6.77899,0.936589,0.100474,15,0.010095,5.0714,0.0409361
40,2,3.46247,5.10691,3.09065,0.410775,14.5,0.168736,346.564,0.549063
40,3,5.95574,3.79608,4.92749,0.942957,7.5,0.889169,4192.24,-0.792974
40,4,3.38544,1.43721,4.38863,0.379068,3.5,0.143693,272.347,0.0229558
40,5,6.02662,1.46487,5.4811,0.147036,2.5,0.0216197,15.8944,-0.12116
40,6,4.90406,1.62244,4.09944,0.0306872,2,0.000941704,0.144491,-0.493811
40,7,5.00354,1.57624,4.53275,0.0910967,1.5,0.00829861,3.77988,0.622962
40,8,4.81853,1.4226,5.23681,0.234376,1,0.0549322,64.3741,-0.448379
40,9,5,1,5,0.291795,0.5,0.0851444,124.224,0.318028
40.5,0,6.46287,5.88413,0.294491,0.0110013,16.5,0.000121029,0.00665739,0.949207
40.5,1,1.51569,6.97826,0.796472,0.100474,15.5,0.010095,5.0714,0.0409361
40.5,2,3.40346,5.26461,3.02245,0.410775,15,0.168736,346.564,0.549063
40.5,3,6.05002,4.07859,4.93949,0.942957,8,0.889169,4192.24,-0.792974
40.5,4,3.11522,1.51154,4.28712,0.379068,4,0.143693,272.347,0.0229558
40.5,5,6.28327,1.58108,5.60138,0.147036,3,0.0216197,15.8944,-0.12116
40.5,6,4.87208,1.82992,3.79926,0.0306872,2.5,0.000941704,0.144491,-0.493811
40.5,7,5.00531,1.86436,4.29912,0.0910967,2,0.00829861,3.77988,0.622962
40.5,8,4.63707,1.8452,5.47362,0.234376,1.5,0.0549322,64.3741,-0.448379
40.5,9,4.74155,1.35142,4.69747,0.291795,1,0.0851444,124.224,0.318028
40.5,10,5,1,5,0.376434,0.5,0.141702,266.707,-0.759792
41,0,6.50858,6.03676,0.147444,0.0110013,17,0.000121029,0.00665739,0.949207
41,1,1.39955,7.17754,0.656354,0.100474,16,0.010095,5.0714,0.0409361
41,2,3.34444,5.42231,2.95425,0.410775,15.5,0.168736,346.564,0.549063
41,3,6.1443,4.3611,4.95148,0.942957,8.5,0.889169,4192.24,-0.792974
41,4,2.84501,1.58588,4.1856,0.379068,4.5,0.143693,272.347,0.0229558
41,5,6.53992,1.6973,5.72166,0.147036,3.5,0.0216197,15.8944,-0.12116
41,6,4.8401,2.0374,3.49907,0.0306872,3,0.000941704,0.144491,-0.493811
41,7,5.00708,2.15248,4.06549,0.0910967,2.5,0.00829861,3.77988,0.622962
41,8,4.4556,2.2678,5.71042,0.234376,2,0.0549322,64.3741,-0.448379
41,9,4.4831,1.70285,4.39495,0.291795,1.5,0.0851444,124.224,0.318028
41,10,4.93313,1.04376,5.19612,0.37727,1,0.142333,268.49,-0.259008
41.5,0,1.2834,7.37681,0.516236,0.100474,16.5,0.010095,5.0714,0.0409361
41.5,1,3.28543,5.58002,2.88606,0.410775,16,0.168736,346.564,0.549063
41.5,2,6.23858,4.6436,4.96347,0.942957,9,0.889169,4192.24,-0.792974
41.5,3,2.57479,1.66022,4.08409,0.379068,5,0.143693,272.347,0.0229558
41.5,4,6.79658,1.81352,5.84193,0.147036,4,0.0216197,15.8944,-0.12116
41.5,5,4.80812,2.24488,3.19888,0.0306872,3.5,0.000941704,0.144491,-0.493811
41.5,6,5.00885,2.4406,3.83186,0.0910967,3,0.00829861,3.77988,0.622962
41.5,7,4.27414,2.69041,5.94723,0.234376,2.5,0.0549322,64.3741,-0.448379
41.5,8,4.22465,2.05427,4.09242,0.291795,2,0.0851444,124.224,0.318028
41.5,9,4.95052,1.03251,5.14446,0.622165,1.5,0.387089,1204.17,0.663502
42,0,1.16726,7.57609,0.376119,0.100474,17,0.010095,5.0714,0.0409361
42,1,3.22642,5.73772,2.81786,0.410775,16.5,0.168736,346.564,0.549063
42,2,6.33286,4.92611,4.97546,0.942957,9.5,0.889169,4192.24,-0.792974
42,3,2.30457,1.73456,3.98258,0.379068,5.5,0.143693,272.347,0.0229558
42,4,7.05323,1.92974,5.96221,0.147036,4.5,0.0216197,15.8944,-0.12116
42,5,4.77614,2.45236,2.8987,0.0306872,4,0.000941704,0.144491,-0.493811
42,6,5.01063,2.72871,3.59824,0.0910967,3.5,0.00829861,3.77988,0.622962
42,7,4.09267,3.11301,6.18404,0.234376,3,0.0549322,64.3741,-0.448379
42,8,3.9662,2.40569,3.78989,0.291795,2.5,0.0851444,124.224,0.318028
42,9,5.01818,1.09895,5.31981,0.64945,2,0.421785,1369.64,0.0825475
42.5,0,1.05112,7.77537,0.236001,0.100474,17.5,0.010095,5.0714,0.0409361
42.5,1,3.1674,5.89542,2.74967,0.410775,17,0.168736,346.564,0.549063
42.5,2,6.42714,5.20862,4.98745,0.942957,10,0.889169,4192.24,-0.792974
42.5,3,2.03436,1.8089,3.88107,0.379068,6,0.143693,272.347,0.0229558
42.5,4,7.30988,2.04595,6.08248,0.147036,5,0.0216197,15.8944,-0.12116
42.5,5,4.74416,2.65984,2.59851,0.0306872,4.5,0.000941704,0.144491,-0.493811
42.5,6,5.0124,3.01683,3.36461,0.0910967,4,0.00829861,3.77988,0.622962
42.5,7,3.9112,3.53561,6.42085,0.234376,3.5,0.0549322,64.3741,-0.448379
42.5,8,3.70775,2.75712,3.48736,0.291795,3,0.0851444,124.224,0.318028
42.5,9,5.07967,1.17805,5.4751,0.655406,2.5,0.429557,1407.67,0.326934
43,0,3.10839,6.05312,2.68147,0.410775,17.5,0.168736,346.564,0.549063
43,1,6.52142,5.49113,4.99945,0.942957,10.5,0.889169,4192.24,-0.792974
43,2,1.76414,1.88324,3.77955,0.379068,6.5,0.143693,272.347,0.0229558
43,3,7.56654,2.16217,6.20276,0.147036,5.5,0.0216197,15.8944,-0.12116
43,4,4.71218,2.86732,2.29832,0.0306872,5,0.000941704,0.144491,-0.493811
43,5,5.01417,3.30495,3.13098,0.0910967,4.5,0.00829861,3.77988,0.622962
43,6,3.72974,3.95821,6.65765,0.234376,4,0.0549322,64.3741,-0.448379
43,7,3.4493,3.10854,3.18484,0.291795,3.5,0.0851444,124.224,0.318028
43,8,5.14094,1.26602,5.63717,0.655406,3,0.429557,1407.67,0.326934
43,9,5,1,5,0.357604,0.5,0.127881,228.653,-0.664261
43.5,0,3.04938,6.21082,2.61327,0.410775,18,0.168736,346.564,0.549063
43.5,1,6.61569,5.77364,5.01144,0.942957,11,0.889169,4192.24,-0.792974
43.5,2,1.49393,1.95758,3.67804,0.379068,7,0.143693,272.347,0.0229558
43.5,3,7.82319,2.27839,6.32303,0.147036,6,0.0216197,15.8944,-0.12116
43.5,4,4.6802,3.0748,1.99814,0.0306872,5.5,0.000941704,0.144491,-0.493811
43.5,5,5.01594,3.59307,2.89735,0.0910967,5,0.00829861,3.77988,0.622962
43.5,6,3.54827,4.38081,6.89446,0.234376,4.5,0.0549322,64.3741,-0.448379
43.5,7,3.19085,3.45996,2.88231,0.291795,4,0.0851444,124.224,0.318028
43.5,8,5.2022,1.35398,5.79924,0.655406,3.5,0.429557,1407.67,0.326934
43.5,9,4.75481,1.37728,4.86345,0.357604,1,0.127881,228.653,-0.664261
43.5,10,5,1,5,0.129617,0.5,0.0168005,10.8882,-0.403445
44,0,2.99036,6.36852,2.54508,0.410775,18.5,0.168736,346.564,0.549063
44,1,6.70997,6.05615,5.02343,0.942957,11.5,0.889169,4192.24,-0.792974
44,2,1.22371,2.03192,3.57653,0.379068,7.5,0.143693,272.347,0.0229558
44,3,8.07985,2.3946,6.44331,0.147036,6.5,0.0216197,15.8944,-0.12116
44,4,4.64822,3.28228,1.69795,0.0306872,6,0.000941704,0.144491,-0.493811
44,5,5.01771,3.88119,2.66373,0.0910967,5.5,0.00829861,3.77988,0.622962
44,6,3.3668,4.80341,7.13127,0.234376,5,0.0549322,64.3741,-0.448379
44,7,2.9324,3.81139,2.57978,0.291795,4.5,0.0851444,124.224,0.318028
44,8,5.26347,1.44195,5.96131,0.655406,4,0.429557,1407.67,0.326934
44,9,4.50962,1.75457,4.72689,0.357604,1.5,0.127881,228.653,-0.664261
44,10,4.69263,1.42383,4.63704,0.129617,1,0.0168005,10.8882,-0.403445
44,11,5,1,5,0.184354,0.5,0.0339864,31.3277,-0.282563
44.5,0,2.93135,6.52622,2.47688,0.410775,19,0.168736,346.564,0.549063
44.5,1,6.80425,6.33866,5.03542,0.942957,12,0.889169,4192.24,-0.792974
44.5,2,0.953493,2.10626,3.47501,0.379068,8,0.143693,272.347,0.0229558
44.5,3,8.3365,2.51082,6.56359,0.147036,7,0.0216197,15.8944,-0.12116
44.5,4,4.61624,3.48976,1.39777,0.0306872,6.5,0.000941704,0.144491,-0.493811
44.5,5,5.01948,4.16931,2.4301,0.0910967,6,0.00829861,3.77988,0.622962
44.5,6,3.18534,5.22602,7.36808,0.234376,5.5,0.0549322,64.3741,-0.448379
44.5,7,2.67396,4.16281,2.27726,0.291795,5,0.0851444,124.224,0.318028
44.5,8,5.32473,1.52992,6.12338,0.655406,4.5,0.429557,1407.67,0.326934
44.5,9,4.26443,2.13185,4.59034,0.357604,2,0.127881,228.653,-0.664261
44.5,10,4.38527,1.84765,4.27407,0.129617,1.5,0.0168005,10.8882,-0.403445
44.5,11,5.00503,1.02016,5.0502,0.294942,1,0.0869909,128.286,-1.04546
45,0,2.87233,6.68392,2.40869,0.410775,19.5,0.168736,346.564,0.549063
45,1,6.89853,6.62117,5.04741,0.942957,12.5,0.889169,4192.24,-0.792974
45,2,0.683277,2.18059,3.3735,0.379068,8.5,0.143693,272.347,0.0229558
45,3,8.59315,2.62704,6.68386,0.147036,7.5,0.0216197,15.8944,-0.12116
45,4,4.58426,3.69724,1.09758,0.0306872,7,0.000941704,0.144491,-0.493811
45,5,5.02125,4.45743,2.19647,0.0910967,6.5,0.00829861,3.77988,0.622962
45,6,3.00387,5.64862,7.60489,0.234376,6,0.0549322,64.3741,-0.448379
45,7,2.41551,4.51423,1.97473,0.291795,5.5,0.0851444,124.224,0.318028
45,8,5.386,1.61788,6.28545,0.655406,5,0.429557,1407.67,0.326934
45,9,4.01924,2.50913,4.45378,0.357604,2.5,0.127881,228.653,-0.664261
45,10,4.0779,2.27148,3.91111,0.129617,2,0.0168005,10.8882,-0.403445
45,11,4.96687,1.11404,5.35487,0.294942,1.5,0.0869909,128.286,-1.04546
45,12,5,1,5,0.12549,0.5,0.0157476,9.88083,0.144552
45.5,0,2.81332,6.84162,2.34049,0.410775,20,0.168736,346.564,0.549063
45.5,1,6.99281,6.90368,5.05941,0.942957,13,0.889169,4192.24,-0.792974
45.5,2,0.413061,2.25493,3.27199,0.379068,9,0.143693,272.347,0.0229558
45.5,3,8.84981,2.74325,6.80414,0.147036,8,0.0216197,15.8944,-0.12116
45.5,4,4.55228,3.90472,0.797394,0.0306872,7.5,0.000941704,0.144491,-0.493811
45.5,5,5.02302,4.74555,1.96284,0.0910967,7,0.00829861,3.77988,0.622962
45.5,6,2.82241,6.07122,7.84169,0.234376,6.5,0.0549322,64.3741,-0.448379
45.5,7,2.15706,4.86565,1.6722,0.291795,6,0.0851444,124.224,0.318028
45.5,8,5.44726,1.70585,6.44752,0.655406,5.5,0.429557,1407.67,0.326934
45.5,9,3.77405,2.88642,4.31723,0.357604,3,0.127881,228.653,-0.664261
45.5,10,3.77054,2.69531,3.54815,0.129617,2.5,0.0168005,10.8882,-0.403445
45.5,11,4.92871,1.20792,5.65953,0.294942,2,0.0869909,128.286,-1.04546
45.5,12,4.62288,1.18989,4.83305,0.12549,1,0.0157476,9.88083,0.144552
45.5,13,5,1,5,0.118885,0.5,0.0141336,8.40134,0.090104
46,0,2.75431,6.99932,2.27229,0.410775,20.5,0.168736,346.564,0.549063
46,1,7.08709,7.18618,5.0714,0.942957,13.5,0.889169,4192.24,-0.792974
46,2,9.10646,2.85947,6.92441,0.147036,8.5,0.0216197,15.8944,-0.12116
46,3,4.5203,4.1122,0.497208,0.0306872,8,0.000941704,0.144491,-0.493811
46,4,5.02479,5.03367,1.72922,0.0910967,7.5,0.00829861,3.77988,0.622962
46,5,2.64094,6.49382,8.0785,0.234376,7,0.0549322,64.3741,-0.448379
46,6,1.89861,5.21708,1.36967,0.291795,6.5,0.0851444,124.224,0.318028
46,7,5.50853,1.79381,6.60959,0.655406,6,0.429557,1407.67,0.326934
46,8,3.52886,3.2637,4.18067,0.357604,3.5,0.127881,228.653,-0.664261
46,9,3.46317,3.11913,3.18518,0.129617,3,0.0168005,10.8882,-0.403445
46,10,4.89055,1.3018,5.96419,0.294942,2.5,0.0869909,128.286,-1.04546
46,11,4.24576,1.37979,4.66611,0.12549,1.5,0.0157476,9.88083,0.144552
46,12,5.11532,1.39024,5.20909,0.118885,1,0.0141336,8.40134,0.090104
46,13,5,1,5,0.00584799,0.5,3.4199e-05,0.000999976,-0.401712
46.5,0,2.69529,7.15702,2.2041,0.410775,21,0.168736,346.564,0.549063
46.5,1,7.18137,7.46869,5.08339,0.942957,14,0.889169,4192.24,-0.792974
46.5,2,9.36312,2.97569,7.04469,0.147036,9,0.0216197,15.8944,-0.12116
46.5,3,4.48832,4.31968,0.197022,0.0306872,8.5,0.000941704,0.144491,-0.493811
46.5,4,5.02656,5.32179,1.49559,0.0910967,8,0.00829861,3.77988,0.622962
46.5,5,2.45947,6.91642,8.31531,0.234376,7.5,0.0549322,64.3741,-0.448379
46.5,6,1.64016,5.5685,1.06715,0.291795,7,0.0851444,124.224,0.318028
46.5,7,5.56979,1.88178,6.77166,0.655406,6.5,0.429557,1407.67,0.326934
46.5,8,3.28367,3.64099,4.04412,0.357604,4,0.127881,228.653,-0.664261
46.5,9,3.15581,3.54296,2.82222,0.129617,3.5,0.0168005,10.8882,-0.403445
46.5,10,4.8524,1.39568,6.26886,0.294942,3,0.0869909,128.286,-1.04546
46.5,11,3.86864,1.56968,4.49916,0.12549,2,0.0157476,9.88083,0.144552
46.5,12,5.23065,1.78048,5.41819,0.118885,1.5,0.0141336,8.40134,0.090104
46.5,13,5.00002,1.00001,4.99996,0.399116,1,0.159294,317.883,-1.01393
47,0,2.63628,7.31472,2.1359,0.410775,21.5,0.168736,346.564,0.549063
47,1,7.27565,7.7512,5.09538,0.942957,14.5,0.889169,4192.24,-0.792974
47,2,9.61977,3.09191,7.16497,0.147036,9.5,0.0216197,15.8944,-0.12116
47,3,5.02833,5.60991,1.26196,0.0910967,8.5,0.00829861,3.77988,0.622962
47,4,2.27801,7.33902,8.55212,0.234376,8,0.0549322,64.3741,-0.448379
47,5,1.38171,5.91992,0.76462,0.291795,7.5,0.0851444,124.224,0.318028
47,6,5.63106,1.96974,6.93373,0.655406,7,0.429557,1407.67,0.326934
47,7,3.03847,4.01827,3.90756,0.357604,4.5,0.127881,228.653,-0.664261
47,8,2.84844,3.96679,2.45926,0.129617,4,0.0168005,10.8882,-0.403445
47,9,4.81424,1.48956,6.57352,0.294942,3.5,0.0869909,128.286,-1.04546
47,10,3.49152,1.75957,4.33222,0.12549,2.5,0.0157476,9.88083,0.144552
47,11,5.34597,2.17072,5.62728,0.118885,2,0.0141336,8.40134,0.090104
47,12,5.0896,1.16647,4.43187,0.399116,1.5,0.159294,317.883,-1.01393
47,13,5,1,5,0.0553124,0.5,0.00305947,0.846133,-0.466202
47.5,0,2.57726,7.47242,2.0677,0.410775,22,0.168736,346.564,0.549063
47.5,1,7.36993,8.03371,5.10737,0.942957,15,0.889169,4192.24,-0.792974
47.5,2,5.0301,5.89803,1.02833,0.0910967,9,0.00829861,3.77988,0.622962
47.5,3,2.09654,7.76163,8.78893,0.234376,8.5,0.0549322,64.3741,-0.448379
47.5,4,1.12326,6.27135,0.462093,0.291795,8,0.0851444,124.224,0.318028
47.5,5,5.69233,2.05771,7.0958,0.655406,7.5,0.429557,1407.67,0.326934
47.5,6,2.79328,4.39555,3.77101,0.357604,5,0.127881,228.653,-0.664261
47.5,7,2.54108,4.39061,2.09629,0.129617,4.5,0.0168005,10.8882,-0.403445
47.5,8,4.77608,1.58344,6.87819,0.294942,4,0.0869909,128.286,-1.04546
47.5,9,3.1144,1.94946,4.16527,0.12549,3,0.0157476,9.88083,0.144552
47.5,10,5.4613,2.56096,5.83638,0.118885,2.5,0.0141336,8.40134,0.090104
47.5,11,5.17918,1.33292,3.86379,0.399116,2,0.159294,317.883,-1.01393
47.5,12,4.84603,1.08666,5.33427,0.0553124,1,0.00305947,0.846133,-0.466202
47.5,13,5,1,5,0.23485,0.5,0.0551545,64.7652,0.38843
48,0,2.51825,7.63013,1.99951,0.410775,22.5,0.168736,346.564,0.549063
48,1,7.46421,8.31622,5.11937,0.942957,15.5,0.889169,4192.24,-0.792974
48,2,5.03188,6.18614,0.794705,0.0910967,9.5,0.00829861,3.77988,0.622962
48,3,1.91508,8.18423,9.02573,0.234376,9,0.0549322,64.3741,-0.448379
48,4,5.75359,2.14568,7.25787,0.655406,8,0.429557,1407.67,0.326934
48,5,2.54809,4.77284,3.63445,0.357604,5.5,0.127881,228.653,-0.664261
48,6,2.23371,4.81444,1.73333,0.129617,5,0.0168005,10.8882,-0.403445
48,7,4.73792,1.67732,7.18285,0.294942,4.5,0.0869909,128.286,-1.04546
48,8,2.73728,2.13936,3.99833,0.12549,3.5,0.0157476,9.88083,0.144552
48,9,5.57662,2.9512,6.04547,0.118885,3,0.0141336,8.40134,0.090104
48,10,5.26876,1.49937,3.2957,0.399116,2.5,0.159294,317.883,-1.01393
